target_url,target_url_domain,target_url_top_level_domain,target_url_redirects,final_url,final_url_domain,final_url_top_level_domain,final_url_website,final_url_live,filter,final_url_status_code,final_url_media_type,final_url_same_domain,final_url_same_website,target_url_agency_owner,target_url_bureau_owner,target_url_branch,target_url_404_test,source_list,public,scan_date,primary_scan_status,accessibility_scan_status,dns_scan_status,not_found_scan_status,performance_scan_status,robots_txt_scan_status,security_scan_status,sitemap_xml_scan_status,accessibility_violations,ipv6,hostname,cms,login_provider,login,site_search,search_dot_gov,dap,dap_parameters,dap_version,ga_tag_id,third_party_service_domains,third_party_service_urls,third_party_service_count,cookie_domains,viewport_meta_tag,cumulative_layout_shift,largest_contentful_paint,required_links_url,required_links_text,https_enforced,hsts,title,description,keywords,og_title,og_description,og_article_published,og_article_modified,og_image,og_type,og_url,canonical_link,language,language_link,main_element_present,robots_txt_detected,robots_txt_target_url_redirects,robots_txt_final_url,robots_txt_final_url_live,robots_txt_final_url_status_code,robots_txt_final_url_media_type,robots_txt_final_url_filesize,robots_txt_crawl_delay,robots_txt_sitemap_locations,sitemap_xml_detected,sitemap_xml_target_url_redirects,sitemap_xml_final_url,sitemap_xml_final_url_live,sitemap_xml_final_url_status_code,sitemap_xml_final_url_media_type,sitemap_xml_final_url_filesize,sitemap_xml_count,sitemap_xml_pdf_count,uswds_favicon,uswds_favicon_in_css,uswds_publicsans_font,uswds_inpage_css,uswds_usa_class_list,uswds_banner_heres_how,uswds_usa_classes,uswds_string,uswds_string_in_css,uswds_semantic_version,uswds_version,uswds_count,www_scan_status,www_url,www_status_code,www_title
edit.blm.gov,blm.gov,gov,,,,,,,True,,,,,Department of the Interior,Bureau of Land Management - Main Domain,Executive,,"[""dap"",""pulse""]",,2025-01-16T03:10:20.843Z,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,,False,,,,,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dns_resolution_error,,,
fedtalent.ibc.doi.gov,doi.gov,gov,True,https://fedtalent.ibc.doi.gov/login/index.php,doi.gov,gov,fedtalent.ibc.doi.gov,True,False,200.0,text/html,True,True,Department of the Interior,Office of the Chief Information Officer,Executive,True,"[""pulse"",""omb_idea""]",False,2025-01-16T10:25:33.063Z,completed,completed,completed,completed,completed,completed,completed,completed,,False,,,,"[""\""password\"""","">Sign In<"",""type=\""password\""""]",False,,False,,,,,,0.0,"[""fedtalent.ibc.doi.gov""]",True,0.0,513.7000000029802,"[""privacy""]","[""accessibility""]",True,True,FedTalent - Baseline: Log in to the site,,"Totara, FedTalent - Baseline: Log in to the site",,,,,,,,,en-us,,False,False,False,https://fedtalent.ibc.doi.gov/robots.txt,False,404.0,text/html,,,,False,False,https://fedtalent.ibc.doi.gov/sitemap.xml,False,404.0,text/html,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,dns_resolution_error,,,
cscsurvey.ios.doi.gov,doi.gov,gov,False,https://cscsurvey.ios.doi.gov/,doi.gov,gov,cscsurvey.ios.doi.gov,True,False,200.0,text/html,True,True,Department of the Interior,Office of the Chief Information Officer,Executive,True,"[""pulse"",""omb_idea""]",False,2025-01-16T10:25:22.262Z,completed,completed,completed,completed,completed,completed,completed,completed,"{""contrast"":15,""language"":1,""images"":91}",False,,,,,False,,False,,,,,,0.0,,False,0.0,209.70000000298023,,"[""accessibility""]",True,True,CSC CUSTOMER SATISFACTION SURVEY,,,,,,,,,,,,,False,False,True,https://cscsurvey.ios.doi.gov/,True,200.0,text/html,,,,False,False,https://cscsurvey.ios.doi.gov/sitemap.xml,False,404.0,text/html,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,dns_resolution_error,,,
opendata.bsee.gov,bsee.gov,gov,False,https://opendata.bsee.gov/,bsee.gov,gov,opendata.bsee.gov,False,False,403.0,text/html,True,True,Department of the Interior,Minerals Management Service,Executive,True,"[""pulse"",""omb_idea""]",False,2025-01-16T03:44:18.530Z,completed,completed,completed,completed,completed,completed,completed,completed,"{""language"":1}",False,,,,,False,,False,,,,,,0.0,,False,0.0,98.39999999850988,,,True,True,403 - Forbidden: Access is denied.,,,,,,,,,,,,,False,False,False,https://opendata.bsee.gov/robots.txt,False,404.0,text/html,,,,False,False,https://opendata.bsee.gov/sitemap.xml,False,404.0,text/html,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,dns_resolution_error,,,
aviation.blm.gov,blm.gov,gov,,,,,,,False,,,,,Department of the Interior,Bureau of Land Management - Main Domain,Executive,,"[""pulse""]",,2025-01-16T02:47:19.204Z,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,,False,,,,,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,completed,https://www.aviation.blm.gov,200.0,
gis.boemre.gov,boemre.gov,gov,,,,,,,False,,,,,Department of the Interior,Department of the Interior,Executive,,"[""pulse"",""omb_idea""]",False,2025-01-16T03:28:29.444Z,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,,False,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dns_resolution_error,,,
data.boem.gov,boem.gov,gov,True,https://www.data.boem.gov/,boem.gov,gov,www.data.boem.gov,True,False,200.0,text/html,True,False,Department of the Interior,Minerals Management Service,Executive,False,"[""pulse"",""omb_idea""]",True,2025-01-16T03:30:37.504Z,completed,unknown_error,completed,completed,completed,completed,completed,completed,,True,,,,,True,,False,,,G-J9YZ3JDJLT,"[""www.googletagmanager.com""]","[""https://www.googletagmanager.com/gtag/js""]",1.0,"["".boem.gov"",""www.data.boem.gov""]",False,0.004538203125,1436.2999999970198,"[""about"",""fear"",""foia"",""privacy"",""usa.gov"",""/es""]","[""accessibility"",""no fear act"",""foia"",""inspector general"",""usa.gov""]",True,True,BOEM Data Center,,,,,,,,,,,en,,False,True,True,https://www.data.boem.gov/robots.txt,True,200.0,text/plain,21033.0,,,True,True,https://www.data.boem.gov/sitemap.xml,True,200.0,text/html,19022.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,completed,https://www.data.boem.gov,200.0,BOEM Data Center
csrc.test.blm.gov,blm.gov,gov,False,https://csrc.test.blm.gov/,blm.gov,gov,csrc.test.blm.gov,False,True,400.0,text/html,True,True,Department of the Interior,Bureau of Land Management - Main Domain,Executive,False,"[""pulse""]",,2025-01-16T02:53:29.971Z,completed,completed,completed,completed,completed,completed,completed,completed,"{""language"":1}",True,,,,,False,,False,,,,,,0.0,"["".blm.gov""]",False,0.0,131.29999999701977,,,True,True,Error,,,,,,,,,,,,,False,False,False,https://csrc.test.blm.gov/robots.txt,False,400.0,text/html,,,,False,False,https://csrc.test.blm.gov/sitemap.xml,False,400.0,text/html,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,dns_resolution_error,,,
navigator.blm.gov,blm.gov,gov,,,,,,,False,,,,,Department of the Interior,Bureau of Land Management - Main Domain,Executive,,"[""gov_man""]",,2025-01-16T02:52:15.628Z,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,dns_resolution_error,dns_resolution_error,unknown_error,dns_resolution_error,,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dns_resolution_error,,,
afmss.blm.gov,blm.gov,gov,True,https://afmss.blm.gov/afmss-gateway-ui/,blm.gov,gov,afmss.blm.gov,True,False,200.0,text/html,True,True,Department of the Interior,Bureau of Land Management - Main Domain,Executive,True,"[""pulse"",""omb_idea""]",True,2025-01-16T02:53:39.986Z,completed,completed,completed,completed,completed,completed,completed,completed,,True,,,,,False,,False,,,,"[""cdnjs.cloudflare.com""]","[""https://cdnjs.cloudflare.com/ajax/libs/font-awesome/4.7.0/css/font-awesome.css""]",1.0,"["".blm.gov"",""afmss.blm.gov""]",False,0.2659416666666667,595.2999999970198,"[""privacy""]","[""accessibility""]",True,True,AFMSS,,,,,,,,,,,en,,False,False,False,https://afmss.blm.gov/robots.txt,False,404.0,text/html,,,,False,False,https://afmss.blm.gov/sitemap.xml,False,404.0,text/html,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,dns_resolution_error,,,
nv.blm.gov,blm.gov,gov,,,,,,,False,,,,,Department of the Interior,Bureau of Land Management - Main Domain,Executive,,"[""pulse""]",,2025-01-14T06:43:54.703Z,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,,False,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,completed,https://www.nv.blm.gov,404.0,Your page is missing!
ak.blm.gov,blm.gov,gov,,,,,,,False,,,,,Department of the Interior,Bureau of Land Management - Main Domain,Executive,,"[""pulse""]",,2025-01-16T03:20:39.205Z,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,,False,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,completed,https://www.ak.blm.gov,404.0,Your page is missing!
nflss.blm.gov,blm.gov,gov,True,https://nflss.blm.gov/s/,blm.gov,gov,nflss.blm.gov,True,False,200.0,text/html,True,True,Department of the Interior,Bureau of Land Management - Main Domain,Executive,True,"[""dap"",""pulse"",""omb_idea""]",True,2025-01-16T03:22:35.346Z,completed,completed,completed,completed,completed,completed,completed,completed,"{""aria"":2,""images"":1,""lists"":1}",True,amazonaws.com,,,,False,,True,"{""agency"":""DOI"",""subagency"":""BLM""}",20241218 v8.5 - GA4,"G-CSLL4ZEK4L,G-PTT2RG9Z51","[""dap.digitalgov.gov"",""fonts.googleapis.com"",""www.google-analytics.com"",""www.googletagmanager.com""]","[""https://dap.digitalgov.gov/Universal-Federated-Analytics-Min.js"",""https://fonts.googleapis.com/css"",""https://www.google-analytics.com/g/collect"",""https://www.googletagmanager.com/gtag/js""]",4.0,"["".blm.gov"",""nflss.blm.gov""]",False,0.1100698352864583,2472.0,"[""privacy""]","[""accessibility"",""privacy policy"",""vulnerability disclosure""]",True,True,Home,,,,,,,,,,,en-US,,False,True,False,https://nflss.blm.gov/robots.txt,True,200.0,text/plain,234.0,,"[""https://nflss.blm.gov/s/sitemap.xml""]",False,True,https://nflss.blm.gov/s/login/?ec=302&inst=SJ&startURL=%2Fsitemap.xml,True,200.0,text/html,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,dns_resolution_error,,,
nm.blm.gov,blm.gov,gov,False,https://nm.blm.gov/,blm.gov,gov,nm.blm.gov,True,False,200.0,text/html,True,True,Department of the Interior,Bureau of Land Management - Main Domain,Executive,True,"[""pulse"",""omb_idea""]",False,2025-01-16T03:18:18.655Z,completed,completed,completed,completed,completed,completed,completed,completed,"{""page-titled"":1,""language"":1}",True,,,,,False,,False,,,,,,0.0,"[""nm.blm.gov""]",False,0.0,58.80000000447035,,,True,True,,,,,,,,,,,,,,False,False,False,https://nm.blm.gov/robots.txt,False,404.0,text/html,,,,False,False,https://nm.blm.gov/sitemap.xml,False,404.0,text/html,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,completed,https://www.nm.blm.gov,200.0,
support.bsee.gov,bsee.gov,gov,False,https://support.bsee.gov/,bsee.gov,gov,support.bsee.gov,True,False,200.0,text/html,True,True,Department of the Interior,Minerals Management Service,Executive,True,"[""pulse"",""omb_idea""]",False,2025-01-16T03:28:51.796Z,completed,completed,completed,completed,completed,completed,completed,completed,"{""contrast"":2,""language"":1,""images"":1,""link-purpose"":1}",True,amazonaws.com,,,,False,,False,,,,,,0.0,"[""support.bsee.gov""]",True,0.13239375,620.5049999952316,,"[""accessibility""]",True,True,Remote Support Portal,,,,,,,,,,,,,False,True,False,https://support.bsee.gov/robots.txt,True,200.0,text/plain,108.0,,,False,False,https://support.bsee.gov/sitemap.xml,False,404.0,text/html,,,,0.0,0.0,0.0,0.0,,False,0.0,0.0,0.0,,0.0,0.0,dns_resolution_error,,,
ntc.blm.gov,blm.gov,gov,,,,,,,False,,,,,Department of the Interior,Bureau of Land Management - Main Domain,Executive,,"[""dap"",""pulse"",""omb_idea""]",True,2025-01-16T03:32:41.013Z,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,,False,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,completed,https://www.ntc.blm.gov,404.0,404 Not Found
bor.gov,bor.gov,gov,,,,,,,False,,,,,Department of the Interior,Bureau of Reclamation,Executive,,"[""gov""]",,2025-01-16T03:48:47.950Z,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,,False,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dns_resolution_error,,,
adoptahorse.blm.gov,blm.gov,gov,,,,,,,False,,,,,Department of the Interior,Bureau of Land Management - Main Domain,Executive,,"[""pulse""]",,2025-01-16T03:22:38.663Z,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,,False,,,,,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dns_resolution_error,,,
test.blm.gov,blm.gov,gov,,,,,,,True,,,,,Department of the Interior,Bureau of Land Management - Main Domain,Executive,,"[""pulse""]",,2025-01-16T03:25:20.195Z,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,dns_resolution_error,dns_resolution_error,completed,dns_resolution_error,,True,,,,,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,timeout,,,
payp.blm.gov,blm.gov,gov,,,,,,,False,,,,,Department of the Interior,Bureau of Land Management - Main Domain,Executive,,"[""pulse""]",,2025-01-14T04:03:44.008Z,timeout,timeout,completed,timeout,timeout,timeout,completed,timeout,,True,,,,,,,,,,,,,,,,,,,,False,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dns_resolution_error,,,
